开奖日期,期号,销售额,开奖结果
2020-05-18,20038,321713613,"04,15,20,22,24,01,09"
2020-05-16,20037,347550329,"01,04,10,11,14,02,05"
2020-05-13,20036,329608250,"01,05,11,12,26,02,07"
2020-05-11,20035,322907375,"10,11,22,26,28,02,04"
2020-05-09,20034,363231403,"11,13,20,27,31,02,04"
2020-05-06,20033,344128096,"07,19,20,31,34,05,08"
2020-05-04,20032,315030186,"02,03,09,16,32,03,04"
2020-05-02,20031,348801433,"01,02,05,15,21,04,05"
2020-04-29,20030,336512111,"01,08,17,27,30,05,06"
2020-04-27,20029,274347215,"11,14,17,22,30,07,09"
2020-04-25,20028,297809663,"04,05,28,34,35,01,08"
2020-04-22,20027,267026928,"04,07,20,25,32,03,09"
2020-04-20,20026,267647668,"03,15,26,32,34,08,12"
2020-04-18,20025,290980102,"02,14,21,22,26,05,07"
2020-04-15,20024,274944706,"03,05,06,24,30,03,07"
2020-04-13,20023,266526290,"04,11,23,26,30,01,06"
2020-04-11,20022,279808308,"04,14,20,28,35,02,03"
2020-04-08,20021,255667147,"10,12,24,31,33,04,09"
2020-04-06,20020,229103689,"08,10,12,26,32,05,09"
2020-04-04,20019,251571436,"01,12,22,23,33,01,12"
2020-04-01,20018,230454828,"09,14,16,24,26,04,12"
2020-03-30,20017,220830654,"01,06,07,09,10,02,11"
2020-03-28,20016,235862341,"04,08,19,31,35,01,02"
2020-03-25,20015,213742602,"01,07,23,24,26,03,07"
2020-03-23,20014,203414775,"03,07,09,17,21,03,06"
2020-03-21,20013,210216729,"01,04,05,11,35,03,09"
2020-03-18,20012,180512101,"01,06,18,32,34,01,03"
2020-03-16,20011,169402246,"02,13,19,22,23,02,07"
2020-03-14,20010,193022506,"01,08,13,24,32,02,09"
2020-01-20,20009,306054010,"19,29,31,34,35,06,10"
2020-01-18,20008,312604530,"14,17,19,24,32,01,06"
2020-01-15,20007,275894030,"02,10,19,24,30,05,08"
2020-01-13,20006,274628114,"09,22,25,31,32,08,12"
2020-01-11,20005,306743622,"06,10,33,34,35,01,03"
2020-01-08,20004,279672368,"17,20,21,29,30,05,09"
2020-01-06,20003,284089915,"23,25,26,30,34,03,07"
2020-01-04,20002,314707905,"03,07,18,25,30,02,07"
2020-01-01,20001,290178486,"17,25,26,32,34,04,07"
2019-12-30,19150,296427458,"07,11,12,16,33,05,07"
2019-12-28,19149,317712338,"01,02,07,33,35,06,10"
2019-12-25,19148,289764338,"03,04,07,11,30,08,09"
2019-12-23,19147,291104886,"09,12,19,22,33,07,08"
2019-12-21,19146,314007833,"10,11,26,33,34,01,06"
2019-12-18,19145,296865423,"05,09,19,22,32,03,05"
2019-12-16,19144,293207584,"02,05,20,28,31,02,11"
2019-12-14,19143,319892573,"04,22,23,24,32,06,12"
2019-12-11,19142,299921169,"03,04,26,29,33,06,07"
2019-12-09,19141,300500952,"02,10,20,21,35,01,12"
2019-12-07,19140,316440627,"03,07,08,25,27,03,05"
2019-12-04,19139,289227664,"01,05,07,08,11,06,10"
2019-12-02,19138,292541823,"04,06,07,20,29,02,04"
2019-11-30,19137,312773222,"03,05,12,13,26,07,12"
2019-11-27,19136,286999222,"03,16,20,26,29,03,09"
2019-11-25,19135,285312173,"04,05,19,25,26,01,11"
2019-11-23,19134,315940098,"05,06,07,14,17,10,11"
2019-11-20,19133,307662290,"03,12,24,27,34,01,12"
2019-11-18,19132,302574925,"03,05,06,13,18,10,12"
2019-11-16,19131,329976108,"05,06,14,27,29,06,10"
2019-11-13,19130,303550489,"01,13,20,21,26,04,10"
2019-11-11,19129,295027665,"10,13,18,23,30,06,12"
2019-11-09,19128,322813843,"20,21,25,34,35,03,12"
2019-11-06,19127,300600530,"04,07,08,11,16,09,11"
2019-11-04,19126,276082640,"05,09,16,18,30,04,07"
2019-11-02,19125,298679570,"05,08,09,14,34,02,05"
2019-10-30,19124,275959410,"07,17,26,27,30,06,12"
2019-10-28,19123,273397306,"03,13,15,26,30,05,12"
2019-10-26,19122,289532078,"05,19,25,31,33,10,11"
2019-10-23,19121,276665665,"01,02,03,07,17,04,10"
2019-10-21,19120,275763665,"06,15,17,22,25,01,09"
2019-10-19,19119,296906555,"03,06,09,23,34,02,11"
2019-10-16,19118,272734633,"02,03,13,19,26,02,03"
2019-10-14,19117,271077215,"01,18,21,25,35,07,08"
2019-10-12,19116,297819968,"02,10,16,21,23,02,12"
2019-10-09,19115,286493206,"01,18,21,28,32,05,12"
2019-09-30,19114,293032964,"03,05,07,20,23,04,11"
2019-09-28,19113,311100525,"03,11,27,34,35,01,02"
2019-09-25,19112,280910162,"03,10,16,21,33,05,06"
2019-09-23,19111,278838967,"06,15,20,23,27,08,10"
2019-09-21,19110,304148169,"01,19,23,24,30,04,05"
2019-09-18,19109,280419217,"02,07,08,20,25,11,12"
2019-09-16,19108,284940682,"24,27,28,31,34,04,08"
2019-09-14,19107,293549724,"05,09,19,27,35,02,03"
2019-09-11,19106,277501958,"05,08,10,32,35,02,10"
2019-09-09,19105,276792452,"01,04,09,14,17,01,06"
2019-09-07,19104,307889648,"02,07,19,22,28,03,05"
2019-09-04,19103,282169207,"05,12,22,27,32,04,07"
2019-09-02,19102,294439142,"05,10,15,19,31,03,06"
2019-08-31,19101,317232101,"05,11,18,19,27,05,06"
2019-08-28,19100,285699001,"05,08,12,19,21,06,11"
2019-08-26,19099,264966797,"04,06,18,27,33,07,09"
2019-08-24,19098,283264604,"13,15,17,19,22,03,04"
2019-08-21,19097,265934781,"10,17,20,30,35,10,12"
2019-08-19,19096,264716811,"02,12,22,23,27,02,06"
2019-08-17,19095,285599790,"03,12,17,19,31,02,06"
2019-08-14,19094,268760225,"01,12,14,26,27,07,09"
2019-08-12,19093,263591081,"16,17,26,29,35,01,07"
2019-08-10,19092,282457933,"02,11,15,27,30,02,05"
2019-08-07,19091,269521488,"04,13,20,26,28,03,12"
2019-08-05,19090,267395452,"13,19,28,30,33,02,12"
2019-08-03,19089,297660456,"09,14,18,33,34,03,12"
2019-07-31,19088,270234407,"01,05,18,27,33,06,08"
2019-07-29,19087,265658108,"05,06,18,19,27,07,12"
2019-07-27,19086,288257269,"05,15,16,28,31,02,07"
2019-07-24,19085,266144001,"04,05,06,15,26,08,11"
2019-07-22,19084,267484415,"12,23,25,34,35,01,07"
2019-07-20,19083,292813014,"17,24,26,28,32,07,09"
2019-07-17,19082,271428141,"06,18,20,21,31,03,04"
2019-07-15,19081,272912117,"06,24,26,30,33,02,07"
2019-07-13,19080,296452290,"05,13,18,19,24,02,07"
2019-07-10,19079,271256673,"10,13,16,28,35,04,05"
2019-07-08,19078,272470927,"05,10,21,26,30,01,07"
2019-07-06,19077,293644337,"01,15,17,21,33,07,10"
2019-07-03,19076,266685847,"01,06,11,23,29,01,11"
2019-07-01,19075,264828767,"05,06,07,11,16,02,11"
2019-06-29,19074,301323048,"08,09,13,14,34,05,07"
2019-06-26,19073,271821466,"04,11,19,20,24,08,11"
2019-06-24,19072,269398842,"02,04,06,09,18,07,10"
2019-06-22,19071,295494008,"07,13,14,15,22,07,11"
2019-06-19,19070,271071777,"02,13,15,22,34,02,12"
2019-06-17,19069,277867343,"08,22,23,33,34,04,06"
2019-06-15,19068,302523734,"04,05,08,17,27,06,11"
2019-06-12,19067,281702303,"03,08,11,15,16,02,10"
2019-06-10,19066,272861483,"04,10,11,18,31,05,08"
2019-06-08,19065,295446062,"03,08,10,23,27,02,12"
2019-06-05,19064,277172405,"07,08,13,19,29,11,12"
2019-06-03,19063,269890522,"05,08,15,18,21,04,08"
2019-06-01,19062,292876443,"05,16,23,25,28,01,12"
2019-05-29,19061,272417820,"01,02,13,14,26,05,11"
2019-05-27,19060,269705099,"01,11,12,18,21,08,10"
2019-05-25,19059,301599968,"07,08,15,27,32,08,12"
2019-05-22,19058,275571204,"03,10,13,14,32,07,11"
2019-05-20,19057,276199961,"08,14,16,34,35,06,12"
2019-05-18,19056,305996270,"01,07,10,12,23,06,08"
2019-05-15,19055,283602540,"02,04,06,19,22,02,06"
2019-05-13,19054,276149811,"02,18,23,27,30,05,10"
2019-05-11,19053,302681393,"01,11,19,26,35,11,12"
2019-05-08,19052,276499358,"04,10,15,20,24,07,11"
2019-05-06,19051,271425230,"11,15,16,20,29,04,08"
2019-05-04,19050,285832883,"04,15,16,20,35,03,12"
2019-05-01,19049,258571922,"10,16,22,26,27,07,11"
2019-04-29,19048,277776696,"06,10,16,29,33,05,11"
2019-04-27,19047,301841890,"03,04,10,16,32,04,09"
2019-04-24,19046,279781730,"02,08,14,15,35,10,12"
2019-04-22,19045,266773843,"01,04,16,19,33,03,12"
2019-04-20,19044,297670249,"03,06,10,12,31,01,02"
2019-04-17,19043,265838829,"02,06,07,12,15,06,12"
2019-04-15,19042,266281814,"04,10,13,28,33,11,12"
2019-04-13,19041,278194830,"12,19,20,22,28,02,06"
2019-04-10,19040,256461644,"01,03,31,32,34,01,03"
2019-04-08,19039,258620074,"01,12,18,26,35,06,12"
2019-04-06,19038,273576520,"05,11,16,18,27,07,12"
2019-04-03,19037,259744189,"06,16,26,33,35,04,08"
2019-04-01,19036,264051280,"03,09,21,28,30,01,12"
2019-03-30,19035,278976389,"01,03,05,07,18,08,09"
2019-03-27,19034,263239739,"08,12,15,27,30,01,02"
2019-03-25,19033,259583444,"01,02,04,16,24,07,09"
2019-03-23,19032,281069928,"01,04,07,11,30,07,08"
2019-03-20,19031,258941467,"03,08,21,26,33,04,05"
2019-03-18,19030,259512014,"07,09,13,14,33,02,04"
2019-03-16,19029,286607872,"01,04,18,24,28,02,03"
2019-03-13,19028,265043546,"06,22,28,29,33,02,07"
2019-03-11,19027,258310439,"16,18,24,25,27,02,07"
2019-03-09,19026,276287254,"10,12,15,17,19,02,03"
2019-03-06,19025,254293562,"06,13,16,19,29,03,07"
2019-03-04,19024,253993953,"11,17,19,29,33,08,09"
2019-03-02,19023,271045330,"01,03,14,26,30,06,11"
2019-02-27,19022,250698873,"01,04,14,15,21,01,05"
2019-02-25,19021,246282617,"07,13,17,24,33,01,10"
2019-02-23,19020,262801443,"01,08,16,27,34,03,12"
2019-02-20,19019,240747642,"04,11,19,25,32,01,02"
2019-02-18,19018,206286685,"03,18,19,26,34,06,12"
2019-02-16,19017,224354188,"01,05,07,22,25,03,04"
2019-02-13,19016,199463845,"03,05,13,16,28,02,06"
2019-02-11,19015,200905382,"02,05,10,13,30,04,06"
2019-02-02,19014,252453111,"12,14,20,28,31,09,11"
2019-01-30,19013,209355520,"08,10,15,17,18,01,08"
2019-01-28,19012,208049284,"05,09,17,18,19,07,10"
2019-01-26,19011,229215164,"04,12,13,16,17,04,09"
2019-01-23,19010,213767581,"03,07,24,25,27,02,12"
2019-01-21,19009,208724945,"03,09,15,18,26,06,12"
2019-01-19,19008,235369276,"03,08,17,20,24,06,11"
2019-01-16,19007,212856147,"03,12,16,29,32,01,05"
2019-01-14,19006,211569980,"14,17,19,25,30,04,08"
2019-01-12,19005,226883398,"21,26,27,29,34,05,06"
2019-01-09,19004,204580697,"15,16,17,31,32,03,09"
2019-01-07,19003,207380158,"04,08,18,20,32,10,12"
2019-01-05,19002,225241300,"02,07,14,22,31,01,07"
2019-01-02,19001,210010629,"06,18,23,26,28,03,12"
2018-12-31,18154,211659213,"14,22,23,26,30,03,05"
2018-12-29,18153,226088197,"03,06,07,08,21,01,08"
2018-12-26,18152,205613392,"02,04,05,12,28,08,11"
2018-12-24,18151,207291663,"04,08,18,29,30,03,07"
2018-12-22,18150,225791549,"05,12,13,31,34,10,12"
2018-12-19,18149,207515954,"01,07,10,11,20,03,06"
2018-12-17,18148,208136096,"02,06,24,33,34,02,03"
2018-12-15,18147,223971838,"01,11,26,33,35,02,10"
2018-12-12,18146,205362986,"03,08,09,13,33,01,02"
2018-12-10,18145,203937312,"09,18,29,31,33,06,11"
2018-12-08,18144,218318880,"06,17,18,24,31,07,11"
2018-12-05,18143,209812542,"04,07,20,22,33,01,02"
2018-12-03,18142,209733653,"19,24,28,29,34,10,11"
2018-12-01,18141,229878514,"03,07,23,26,33,04,09"
2018-11-28,18140,214669161,"01,06,08,12,15,03,04"
2018-11-26,18139,211260296,"05,11,16,28,35,06,09"
2018-11-24,18138,235550538,"01,23,24,28,33,04,05"
2018-11-21,18137,213366740,"07,10,22,23,33,08,11"
2018-11-19,18136,211832625,"03,11,12,19,21,05,11"
2018-11-17,18135,234501139,"14,19,23,27,34,06,12"
2018-11-14,18134,216189491,"04,05,19,31,35,02,12"
2018-11-12,18133,217396050,"08,12,14,15,19,01,10"
2018-11-10,18132,239163144,"03,16,22,23,27,01,04"
2018-11-07,18131,216536327,"12,14,21,32,33,02,11"
2018-11-05,18130,217325653,"03,04,16,18,25,01,11"
2018-11-03,18129,235940348,"04,07,21,22,29,03,06"
2018-10-31,18128,220324605,"11,12,14,16,26,08,09"
2018-10-29,18127,217690667,"01,03,04,11,29,08,12"
2018-10-27,18126,237550025,"11,13,15,21,27,05,06"
2018-10-24,18125,219795983,"07,16,20,21,34,04,06"
2018-10-22,18124,216443708,"08,10,12,19,20,10,11"
2018-10-20,18123,234208723,"06,09,29,32,35,02,04"
2018-10-17,18122,214571833,"08,09,21,30,31,05,12"
2018-10-15,18121,207915429,"06,07,21,29,30,01,10"
2018-10-13,18120,234821953,"21,22,25,27,30,08,09"
2018-10-10,18119,212932980,"06,09,11,16,35,02,05"
2018-10-08,18118,211508812,"04,05,14,21,34,06,09"
2018-10-06,18117,217651581,"07,11,13,22,29,03,08"
2018-10-03,18116,182177791,"01,14,17,21,33,07,10"
2018-10-01,18115,188986085,"02,06,13,18,25,01,02"
2018-09-29,18114,224148934,"12,18,26,28,29,05,06"
2018-09-26,18113,204939053,"08,12,27,31,33,04,08"
2018-09-24,18112,193514083,"03,07,08,09,29,09,10"
2018-09-22,18111,215472949,"03,16,27,28,32,04,05"
2018-09-19,18110,199222858,"06,19,21,27,28,03,11"
2018-09-17,18109,193599346,"10,16,23,25,34,02,05"
2018-09-15,18108,214909384,"09,10,24,31,32,07,12"
2018-09-12,18107,207148979,"07,08,09,10,22,03,04"
2018-09-10,18106,204182024,"04,14,17,24,31,01,04"
2018-09-08,18105,219284141,"01,16,19,20,31,02,07"
2018-09-05,18104,203640357,"01,13,14,26,28,07,11"
2018-09-03,18103,202609595,"14,24,26,28,35,02,03"
2018-09-01,18102,224197222,"06,07,13,22,24,10,12"
2018-08-29,18101,198499936,"03,14,15,23,29,04,05"
2018-08-27,18100,200023810,"06,20,21,26,30,06,09"
2018-08-25,18099,222690897,"12,13,16,20,21,01,07"
2018-08-22,18098,203730773,"02,15,18,25,27,05,07"
2018-08-20,18097,205831161,"10,12,14,18,23,01,04"
2018-08-18,18096,224999849,"13,14,20,28,34,06,10"
2018-08-15,18095,201899050,"07,14,18,29,35,05,12"
2018-08-13,18094,204437453,"11,16,25,30,34,08,10"
2018-08-11,18093,219900805,"03,11,16,18,33,03,11"
2018-08-08,18092,203960013,"05,07,14,18,19,04,10"
2018-08-06,18091,200209093,"06,22,26,28,31,01,07"
2018-08-04,18090,214323707,"06,20,24,33,34,04,11"
2018-08-01,18089,198789849,"26,27,28,32,34,06,10"
2018-07-30,18088,201070776,"08,09,21,25,33,01,08"
2018-07-28,18087,221733708,"03,14,19,23,25,01,04"
2018-07-25,18086,202039886,"16,22,24,29,31,04,05"
2018-07-23,18085,203720742,"01,02,14,25,31,05,07"
2018-07-21,18084,221782319,"06,11,17,22,35,11,12"
2018-07-18,18083,203396776,"07,12,25,27,28,10,11"
2018-07-16,18082,202664331,"01,02,14,17,18,08,10"
2018-07-14,18081,220990027,"02,10,13,21,35,01,12"
2018-07-11,18080,200930992,"07,16,24,26,31,10,11"
2018-07-09,18079,202323374,"03,04,10,27,29,01,05"
2018-07-07,18078,218580534,"07,11,12,22,30,03,06"
2018-07-04,18077,203843593,"01,06,09,15,26,08,09"
2018-07-02,18076,199580156,"07,18,28,29,32,06,08"
2018-06-30,18075,220535723,"01,06,12,20,34,04,12"
2018-06-27,18074,199597596,"03,09,12,28,30,04,12"
2018-06-25,18073,201563745,"13,19,24,25,29,02,08"
2018-06-23,18072,224650873,"05,12,17,24,26,01,02"
2018-06-20,18071,214566154,"02,05,23,30,31,03,09"
2018-06-18,18070,211903935,"02,05,10,16,30,04,07"
2018-06-16,18069,241142640,"01,08,13,21,24,02,11"
2018-06-13,18068,196468042,"08,12,16,26,33,05,06"
2018-06-11,18067,219756324,"03,07,12,18,31,07,10"
2018-06-09,18066,239793134,"01,20,23,32,33,01,04"
2018-06-06,18065,220810457,"07,10,28,31,32,08,10"
2018-06-04,18064,224954479,"01,03,04,11,29,02,04"
2018-06-02,18063,245622727,"05,14,15,32,34,03,10"
2018-05-30,18062,238259472,"12,14,19,23,35,02,07"
2018-05-28,18061,237450953,"04,10,12,28,31,08,11"
2018-05-26,18060,263797526,"04,22,27,29,31,02,10"
2018-05-23,18059,242609804,"01,09,10,27,35,06,11"
2018-05-21,18058,239072621,"09,11,12,26,32,04,10"
2018-05-19,18057,263782813,"13,19,22,27,28,05,06"
2018-05-16,18056,242284907,"02,04,16,28,34,05,07"
2018-05-14,18055,247382161,"03,07,20,33,34,09,10"
2018-05-12,18054,266905172,"09,10,12,20,30,01,07"
2018-05-09,18053,247482667,"11,16,21,23,25,02,12"
2018-05-07,18052,240438756,"05,16,18,19,25,02,07"
2018-05-05,18051,263978006,"09,18,28,29,35,03,11"
2018-05-02,18050,241836897,"22,24,26,34,35,06,12"
2018-04-30,18049,230788528,"04,07,09,10,13,06,12"
2018-04-28,18048,276622481,"02,03,11,20,25,02,07"
2018-04-25,18047,258398718,"03,08,10,14,20,04,08"
2018-04-23,18046,257284500,"10,20,22,29,32,05,10"
2018-04-21,18045,283210997,"02,05,20,30,35,05,09"
2018-04-18,18044,265929558,"02,04,06,18,21,05,08"
2018-04-16,18043,256568992,"03,06,13,28,33,04,11"
2018-04-14,18042,265007165,"03,19,25,29,35,05,09"
2018-04-11,18041,253422570,"01,23,25,31,33,01,12"
2018-04-09,18040,211513034,"05,07,18,27,31,01,08"
2018-04-07,18039,217344524,"02,07,14,29,32,10,11"
2018-04-04,18038,198878775,"14,23,25,31,32,01,03"
2018-04-02,18037,205790103,"01,03,27,30,31,02,11"
2018-03-31,18036,227859939,"11,17,18,21,27,07,08"
2018-03-28,18035,211060885,"05,07,10,12,24,07,11"
2018-03-26,18034,212117050,"08,11,22,27,32,03,07"
2018-03-24,18033,231061109,"02,03,19,23,34,04,09"
2018-03-21,18032,211403323,"07,10,17,32,35,05,12"
2018-03-19,18031,211527559,"03,08,13,17,23,05,11"
2018-03-17,18030,230478981,"05,18,21,28,32,09,11"
2018-03-14,18029,211962307,"03,09,21,25,29,01,08"
2018-03-12,18028,210397698,"04,19,25,30,35,04,07"
2018-03-10,18027,222637440,"01,18,20,21,26,04,11"
2018-03-07,18026,205938359,"01,02,03,04,30,03,05"
2018-03-05,18025,207433913,"07,08,09,15,34,07,08"
2018-03-03,18024,230080943,"02,16,24,30,32,04,07"
2018-02-28,18023,203587803,"12,13,18,21,29,02,08"
2018-02-26,18022,202288216,"02,10,19,33,35,05,06"
2018-02-24,18021,233520667,"05,06,08,09,15,04,11"
2018-02-14,18020,223552917,"01,10,13,14,21,09,12"
2018-02-12,18019,206501821,"10,11,19,21,28,05,12"
2018-02-10,18018,226108418,"06,08,13,24,28,06,12"
2018-02-07,18017,202520718,"04,19,21,23,31,04,09"
2018-02-05,18016,202835116,"01,02,12,13,23,09,12"
2018-02-03,18015,220572521,"04,13,15,18,29,05,11"
2018-01-31,18014,203817985,"14,16,18,24,31,01,08"
2018-01-29,18013,203090721,"08,24,31,33,35,07,10"
2018-01-27,18012,218599858,"03,22,24,29,34,07,11"
2018-01-24,18011,203498133,"03,13,15,23,26,01,10"
2018-01-22,18010,209455315,"24,25,26,28,29,04,12"
2018-01-20,18009,230281073,"10,12,28,30,34,03,04"
2018-01-17,18008,211879491,"09,15,17,20,22,10,11"
2018-01-15,18007,210430592,"03,04,28,31,34,04,11"
2018-01-13,18006,228876959,"19,20,30,32,33,03,05"
2018-01-10,18005,208354385,"04,09,23,24,30,08,11"
2018-01-08,18004,205801716,"04,09,22,28,30,01,10"
2018-01-06,18003,226801109,"04,21,23,24,30,09,10"
2018-01-03,18002,208431222,"12,20,23,27,34,01,06"
2018-01-01,18001,215274808,"01,13,22,25,35,03,04"
2017-12-30,17153,236928410,"01,09,24,26,34,09,12"
2017-12-27,17152,214887235,"02,04,07,23,28,02,08"
2017-12-25,17151,211995741,"05,06,23,28,32,04,05"
2017-12-23,17150,235911666,"03,06,10,13,18,09,11"
2017-12-20,17149,216816379,"10,18,19,25,26,04,12"
2017-12-18,17148,211263443,"19,27,31,32,35,11,12"
2017-12-16,17147,229737246,"05,16,17,25,34,01,11"
2017-12-13,17146,213122165,"01,05,11,14,35,09,10"
2017-12-11,17145,213369884,"04,07,17,18,19,03,10"
2017-12-09,17144,233101357,"03,21,23,29,32,10,11"
2017-12-06,17143,209971249,"06,09,24,29,32,02,07"
2017-12-04,17142,209153464,"01,05,16,19,28,02,10"
2017-12-02,17141,227842115,"02,08,21,22,29,03,05"
2017-11-29,17140,210287622,"10,16,25,26,29,01,05"
2017-11-27,17139,208076169,"02,06,19,25,32,09,12"
2017-11-25,17138,224706665,"04,07,09,20,25,02,11"
2017-11-22,17137,208371260,"01,20,22,28,29,05,07"
2017-11-20,17136,204621999,"01,11,20,21,22,03,04"
2017-11-18,17135,228099000,"01,12,15,19,22,02,04"
2017-11-15,17134,209089016,"07,18,19,32,34,02,10"
2017-11-13,17133,205369201,"15,17,19,32,33,01,03"
2017-11-11,17132,228286369,"11,17,23,26,27,01,10"
2017-11-08,17131,209769933,"03,05,08,19,34,01,12"
2017-11-06,17130,205281738,"05,18,28,33,34,03,04"
2017-11-04,17129,221400965,"05,17,20,32,33,04,09"
2017-11-01,17128,210460163,"09,11,13,18,33,02,03"
2017-10-30,17127,202014185,"02,15,18,21,22,03,10"
2017-10-28,17126,224742436,"03,04,13,24,33,01,11"
2017-10-25,17125,202527987,"07,11,18,26,28,04,05"
2017-10-23,17124,201634459,"03,29,30,32,35,03,08"
2017-10-21,17123,224279189,"03,15,23,26,32,01,12"
2017-10-18,17122,204853140,"03,12,18,29,34,03,11"
2017-10-16,17121,199583003,"01,06,12,26,31,01,07"
2017-10-14,17120,216330390,"08,15,24,26,27,05,06"
2017-10-11,17119,197391000,"05,07,13,29,35,03,08"
2017-10-09,17118,195121929,"02,07,16,20,33,03,11"
2017-10-07,17117,207881694,"05,07,09,24,32,08,10"
2017-10-04,17116,172984540,"02,27,30,32,33,01,03"
2017-10-02,17115,175963547,"14,19,20,25,31,06,08"
2017-09-30,17114,221457669,"06,07,12,18,23,01,12"
2017-09-27,17113,202181819,"05,08,17,18,23,04,12"
2017-09-25,17112,199283910,"05,06,20,31,32,06,12"
2017-09-23,17111,220140489,"02,14,17,26,34,08,12"
2017-09-20,17110,201794687,"10,14,20,21,35,02,05"
2017-09-18,17109,202094126,"06,09,19,26,34,05,07"
2017-09-16,17108,224635006,"01,04,15,21,22,04,09"
2017-09-13,17107,203030002,"04,10,19,25,27,06,12"
2017-09-11,17106,201806989,"09,12,18,23,29,02,04"
2017-09-09,17105,224525720,"04,15,22,24,32,02,09"
2017-09-06,17104,200139054,"09,11,22,27,30,09,11"
2017-09-04,17103,199164249,"04,19,20,24,29,03,04"
2017-09-02,17102,224707432,"01,12,23,24,29,08,12"
2017-08-30,17101,200305918,"05,15,21,25,29,05,08"
2017-08-28,17100,199482458,"02,05,18,19,31,01,09"
2017-08-26,17099,221193415,"08,09,17,18,24,03,07"
2017-08-23,17098,196939620,"06,09,17,30,35,10,11"
2017-08-21,17097,196473148,"07,14,19,22,34,07,12"
2017-08-19,17096,208897903,"03,07,09,17,28,04,12"
2017-08-16,17095,201396755,"15,32,33,34,35,03,12"
2017-08-14,17094,199415092,"03,05,08,29,33,04,08"
2017-08-12,17093,221236141,"05,06,17,21,29,02,04"
2017-08-09,17092,195744671,"03,07,09,17,34,04,05"
2017-08-07,17091,195484927,"01,05,07,16,19,03,12"
2017-08-05,17090,213149992,"03,06,15,22,35,09,11"
2017-08-02,17089,195804666,"03,05,06,15,18,03,10"
2017-07-31,17088,197682581,"05,28,31,34,35,08,09"
2017-07-29,17087,217653411,"03,14,21,29,35,02,06"
2017-07-26,17086,197778070,"12,15,18,22,31,01,08"
2017-07-24,17085,196537555,"09,13,14,25,30,02,05"
2017-07-22,17084,212546263,"06,11,14,21,31,09,12"
2017-07-19,17083,196082394,"02,05,14,22,34,03,09"
2017-07-17,17082,195165466,"05,13,20,21,25,08,09"
2017-07-15,17081,214440906,"02,12,15,20,34,01,06"
2017-07-12,17080,195562828,"08,10,21,30,31,02,05"
2017-07-10,17079,195650788,"01,17,19,32,33,02,11"
2017-07-08,17078,215807962,"04,05,27,31,34,03,06"
2017-07-05,17077,199482288,"01,03,04,25,31,06,09"
2017-07-03,17076,200022206,"02,07,25,30,35,07,12"
2017-07-01,17075,221784822,"05,11,16,18,35,01,06"
2017-06-28,17074,204843047,"08,10,11,13,17,08,11"
2017-06-26,17073,204516994,"07,18,28,31,33,01,02"
2017-06-24,17072,228833631,"01,03,29,32,34,02,05"
2017-06-21,17071,210213519,"01,04,11,14,33,05,07"
2017-06-19,17070,207995131,"06,16,18,26,30,02,03"
2017-06-17,17069,228473387,"10,16,20,23,32,08,11"
2017-06-14,17068,209829116,"07,08,19,24,27,06,07"
2017-06-12,17067,212851692,"10,17,18,32,35,10,11"
2017-06-10,17066,231593730,"11,15,23,26,30,02,11"
2017-06-07,17065,213256921,"05,11,12,19,28,05,12"
2017-06-05,17064,211131212,"01,08,20,27,30,03,04"
2017-06-03,17063,234932394,"18,21,22,24,29,05,11"
2017-05-31,17062,214270896,"01,04,06,08,28,08,12"
2017-05-29,17061,208653050,"10,19,23,25,30,02,04"
2017-05-27,17060,245007742,"09,15,20,26,31,05,12"
2017-05-24,17059,223675219,"08,11,13,15,17,03,10"
2017-05-22,17058,215638058,"14,18,20,21,28,03,06"
2017-05-20,17057,237458502,"12,16,19,23,24,02,05"
2017-05-17,17056,217496898,"01,04,24,27,32,03,10"
2017-05-15,17055,213671196,"19,20,22,30,33,03,09"
2017-05-13,17054,237276288,"16,29,30,32,33,04,05"
2017-05-10,17053,218610023,"06,19,20,22,26,01,11"
2017-05-08,17052,218340582,"03,19,24,28,33,04,12"
2017-05-06,17051,241560120,"14,17,18,22,29,10,11"
2017-05-03,17050,218534565,"12,14,17,20,28,02,06"
2017-05-01,17049,202400371,"09,12,14,22,31,05,08"
2017-04-29,17048,233285579,"07,09,13,15,19,03,10"
2017-04-26,17047,216534177,"15,19,32,33,34,09,12"
2017-04-24,17046,214822695,"04,17,20,23,30,02,03"
2017-04-22,17045,236182140,"01,08,11,21,35,09,12"
2017-04-19,17044,219158986,"11,16,17,18,25,02,09"
2017-04-17,17043,189775514,"06,13,22,25,35,09,12"
2017-04-15,17042,202920322,"02,17,31,33,34,01,07"
2017-04-12,17041,187473970,"02,04,06,25,31,05,09"
2017-04-10,17040,183016793,"04,06,10,23,29,09,11"
2017-04-08,17039,202116551,"05,06,14,17,26,03,08"
2017-04-05,17038,183323685,"04,05,13,18,27,03,09"
2017-04-03,17037,172182359,"13,15,16,32,34,06,11"
2017-04-01,17036,207193403,"01,04,09,18,33,02,05"
2017-03-29,17035,191121882,"14,17,22,30,33,07,12"
2017-03-27,17034,188394105,"06,12,21,26,29,02,11"
2017-03-25,17033,206676911,"15,22,23,25,34,05,11"
2017-03-22,17032,190004398,"02,13,14,18,29,03,09"
2017-03-20,17031,185528267,"02,16,17,30,32,02,09"
2017-03-18,17030,203209977,"21,22,24,29,34,05,06"
